Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P02632,Rahul,Bedi,9000032499,rahul.bedi.648@example.com,Noida,35 to 39,web_reveal,true,false,S2,free,,,Adviser 06,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-09-07,2026-09-07,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02632,false
P02634,Riddhi,Sawant,9000043783,,Mumbai,30 to 34,organic,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-09,2026-09-09,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02634,false
P02636,Priyanka,Banerjee,9000097691,,Kolkata,25 to 29,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-08,2026-09-08,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02636,false
P02639,Vaibhav,Pawar,9000009031,,Pune,30 to 34,community,true,true,S1,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-09-08,,,,,,,,,2026-09-09,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02639,false
P02641,Hardik,Sawant,9000099596,,Ahmedabad,30 to 34,corporate_session,false,false,S2,free,,,Adviser 03,Under 10 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-12,2026-09-12,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02641,false
P02642,Anjali,Sharma,9000023271,,Delhi,30 to 34,referral,true,false,S1,free,,,Adviser 05,Under 10 lakhs,5 to 25 lakhs,,,2026-09-06,,,,,,,,,2026-09-07,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02642,false
P02643,Mihir,Kamat,9000077143,,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-09-07,2026-09-07,,,,,,,,2026-09-10,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02643,false
P02644,Tanmoy,Majumdar,9000020918,tanmoy.majumdar.864@example.com,Mumbai,25 to 29,web_reveal,false,false,S2,free,,,Adviser 03,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-09-13,2026-09-15,,,,,,,,2026-09-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02644,false
P02645,Omkar,Joshi,9000089778,,Ahmedabad,30 to 34,community,true,false,S1,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",,2026-09-07,,,,,,,,,2026-09-08,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02645,false
P02647,Sandeep,Varma,9000095681,,Bengaluru,25 to 29,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-09-10,2026-09-10,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02647,false
P02653,Hardik,Apte,9000064479,,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,Under 5 lakhs,"Around 40%, some serious money",Security,2026-09-09,2026-09-09,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02653,false
P02654,Sameer,Shinde,9000089912,sameer.shinde.267@example.com,Mumbai,35 to 39,web_reveal,true,false,S2,free,,,Adviser 03,Over 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02654,false
P02655,Heena,Naik,9000011845,,Bengaluru,25 to 29,community,true,true,S2,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-09,2026-09-09,,,,,,,,2026-09-10,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02655,false
P02656,Varsha,Gowda,9000014411,varsha.gowda.370@example.com,Bengaluru,25 to 29,web_reveal,true,false,S2,free,,,Adviser 02,Under 10 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-10,2026-09-10,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02656,false
P02657,Suresh,Naidu,9000018967,suresh.naidu.283@example.com,Chennai,35 to 39,community,true,false,S4,diwm,diwm,active,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-09-13,2026-09-14,2026-09-17,,,,,,2026-10-17,2026-09-21,29,verified,not_connected,in_progress,not_started,,,,no,0,2026-09-17T08:26:11+05:30,,off,,58,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02657,false
P02659,Arun,Menon,9000058152,arun.menon.329@example.com,Hyderabad,40 to 44,community,false,false,S4,diwm,diwm,active,Adviser 05,50 lakhs to 1 crore,Over 5 crores,"More than 40%, I live well below my means",Security,2026-09-14,2026-09-14,2026-09-16,,,,,,2026-12-15,2026-09-20,35,verified,connected,in_progress,not_started,,,2026-12-15,no,0,2026-09-19T23:58:22+05:30,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02659,false
P02660,Akshay,Kapoor,9000007403,,Gurugram,35 to 39,corporate_session,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-07,2026-09-08,,,,,,,,2026-09-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02660,false
P02662,Ketan,Shinde,9000010092,ketan.shinde.505@example.com,Pune,30 to 34,organic,false,false,S24,diy,diy,cancelled,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-09-07,2026-09-09,2026-09-09,,,,,,,2026-09-22,94,verified,not_connected,in_progress,not_started,,,,yes,0,2026-09-22T21:56:37+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02662,false
P02663,Soumya,Ghosh,9000071438,,Pune,25 to 29,corporate_session,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-09-12,2026-09-13,,,,,,,,2026-09-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02663,false
P02665,Tanvi,Malhotra,9000024478,,Noida,35 to 39,community,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Security,2026-09-09,2026-09-09,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02665,false
P02669,Aravind,Iyer,9000051315,,Hyderabad,25 to 29,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-08,2026-09-08,,,,,,,,2026-09-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02669,false
P02670,Sagar,Kamat,9000016930,,Indore,30 to 34,community,true,false,S1,free,,,Adviser 01,,,,,2026-09-09,,,,,,,,,2026-09-10,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02670,false
P02671,Gauri,Deshmukh,9000045074,,Ahmedabad,30 to 34,organic,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Family,2026-09-10,2026-09-10,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02671,false
P02673,Jay,Dave,9000021846,,Ahmedabad,35 to 39,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-09-10,2026-09-10,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02673,false
P02679,Pranali,Deshmukh,9000049120,,Ahmedabad,30 to 34,community,true,false,S1,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,,,2026-09-11,,,,,,,,,2026-09-12,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02679,false
P02680,Anjali,Pandey,9000094446,,Gurugram,30 to 34,corporate_session,true,true,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-09,2026-09-09,,,,,,,,2026-09-10,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02680,false
P02682,Nirav,Pandya,9000094041,nirav.pandya.341@example.com,Ahmedabad,30 to 34,web_reveal,true,false,S2,free,,,Adviser 01,Under 10 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-09-12,2026-09-12,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02682,false
P02683,Venkat,Natarajan,9000097791,,Hyderabad,35 to 39,community,true,false,S1,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,,,2026-09-09,,,,,,,,,2026-09-10,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02683,false
P02685,Naina,Kohli,9000013020,,Gurugram,30 to 34,community,true,true,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-09-09,2026-09-10,,,,,,,,2026-09-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02685,false
P02686,Gayathri,Rajan,9000054829,gayathri.rajan.268@example.com,Gurugram,30 to 34,community,true,false,S3,diwm,diwm,pending_mandate,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-18,2026-09-18,2026-09-21,,,,,,,2026-09-21,20,verified,failed,not_started,not_started,,,,no,0,,,off,,42,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02686,false
P02688,Nidhi,Joshi,9000026390,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-11,2026-09-12,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02688,false
P02689,Saloni,Bhosale,9000004779,,Pune,35 to 39,corporate_session,false,true,S1,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",,2026-09-09,,,,,,,,,2026-09-09,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02689,false
P02692,Vaibhav,Joshi,9000096276,vaibhav.joshi.714@example.com,Mumbai,25 to 29,community,true,false,S1,free,,,Adviser 04,,,,,2026-09-10,,,,,,,,,2026-09-11,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02692,false
P02694,Vignesh,Nair,9000033291,vignesh.nair.399@example.com,Bengaluru,25 to 29,community,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-11,2026-09-12,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02694,false
P02696,Arjun,Khanna,9000037899,arjun.khanna.303@example.com,Gurugram,30 to 34,community,true,false,S5,diy,diy,active,Adviser 02,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-10,2026-09-10,2026-09-11,2026-09-18,,,,,2026-12-10,2026-09-19,95,verified (address typed),partial,in_progress,not_started,,,2026-12-10,yes,0,2026-09-18T09:21:37+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02696,false
P02697,Suresh,Murthy,9000091070,,Bengaluru,35 to 39,organic,false,false,S1,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-09-09,,,,,,,,,2026-09-10,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02697,false
P02698,Yogesh,Patil,9000047184,,Mumbai,25 to 29,corporate_session,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-09-09,2026-09-10,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02698,false
P02699,Mansi,Shah,9000035433,,Ahmedabad,30 to 34,corporate_session,false,false,S1,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",,2026-09-10,,,,,,,,,2026-09-10,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02699,false
P02701,Devika,Jain,9000072984,devika.jain.258@example.com,Bengaluru,30 to 34,community,true,true,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-09-10,2026-09-10,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02701,false
P02704,Tanmoy,Saha,9000003121,,Kolkata,25 to 29,corporate_session,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-13,2026-09-13,,,,,,,,2026-09-14,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02704,false
P02705,Vaibhav,Sawant,9000013203,,Mumbai,25 to 29,community,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-08,2026-09-09,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02705,false
P02707,Tanmoy,Dutta,9000062023,,Bengaluru,25 to 29,corporate_session,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-09-09,2026-09-09,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02707,false
P02708,Nishant,Chitale,9000018029,nishant.chitale.736@example.com,Mumbai,35 to 39,community,true,false,S1,free,,,Adviser 01,50 lakhs to 1 crore,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-09-20,,,,,,,,,2026-09-21,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02708,false
P02710,Divya,Bansal,9000023609,divya.bansal.307@example.com,Delhi,40 to 44,web_reveal,false,true,S5,diy,diy,active,Adviser 02,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-09-12,2026-09-12,2026-09-13,2026-09-20,,,,,2026-10-13,2026-09-21,95,verified,connected,in_progress,not_started,,,2026-12-14,yes,0,2026-09-20T07:34:11+05:30,rule,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02710,false
P02711,Nandini,Rajan,9000065796,nandini.rajan.615@example.com,Chennai,25 to 29,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-09-11,2026-09-12,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02711,false
P02714,Shruti,Chitale,9000091416,,Mumbai,25 to 29,corporate_session,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Freedom,2026-09-13,2026-09-13,,,,,,,,2026-09-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02714,false
P02715,Dhruv,Shinde,9000004071,,Mumbai,30 to 34,community,true,false,S1,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-09-10,,,,,,,,,2026-09-11,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02715,false
P02716,Kabir,Srivastava,9000041467,kabir.srivastava.283@example.com,Noida,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Legacy,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02716,false
P02719,Arjun,Kapoor,9000020870,,Lucknow,30 to 34,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-18,2026-09-18,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02719,false
P02721,Aravind,Menon,9000058631,,Hyderabad,40 to 44,referral,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Family,2026-09-11,2026-09-11,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02721,false
P02722,Yash,Bedi,9000081599,yash.bedi.199@example.com,Ahmedabad,30 to 34,web_reveal,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Generosity,2026-09-11,2026-09-11,,,,,,,,2026-09-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02722,false
P02724,Pranali,Shah,9000083712,,Mumbai,25 to 29,organic,false,false,S1,free,,,Adviser 04,,,,,2026-09-09,,,,,,,,,2026-09-10,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02724,false
P02725,Varsha,Pai,9000077820,,Hyderabad,35 to 39,community,true,false,S1,free,,,Adviser 04,,,,,2026-09-10,,,,,,,,,2026-09-11,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02725,false
P02726,Heena,Desai,9000092309,heena.desai.765@example.com,Mumbai,30 to 34,web_reveal,false,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-10,2026-09-10,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02726,false
P02729,Rajiv,Subramanian,9000086134,,Chennai,35 to 39,organic,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-09-11,2026-09-11,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02729,false
P02734,Nithya,Shetty,9000071414,nithya.shetty.760@example.com,Chennai,35 to 39,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-10,2026-09-10,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02734,false
P02736,Lakshmi,Raman,9000031073,lakshmi.raman.316@example.com,Hyderabad,25 to 29,community,true,false,S4,diy,diy,active,Adviser 02,Under 10 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-09-12,2026-09-13,2026-09-15,,,,,,2026-12-14,2026-09-21,29,verified,partial,in_progress,not_started,,,2026-12-16,no,0,2026-09-17T22:52:25+05:30,,off,,61,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02736,false
P02737,Gayathri,Pai,9000013547,,Chennai,35 to 39,corporate_session,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-09-12,2026-09-12,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02737,false
P02739,Siddharth,Deshmukh,9000094764,,Pune,30 to 34,community,true,false,S1,free,,,Adviser 06,,,,,2026-09-11,,,,,,,,,2026-09-12,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02739,false
P02741,Ayesha,Mishra,9000098651,,Delhi,30 to 34,organic,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Legacy,2026-09-12,2026-09-12,,,,,,,,2026-09-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02741,false
P02749,Ananya,Sen,9000020515,,Kolkata,25 to 29,referral,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-11,2026-09-11,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02749,false
P02750,Moumita,Chakraborty,9000009459,moumita.chakraborty.284@example.com,Bengaluru,30 to 34,community,true,false,S4,diwm,diwm,active,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Security,2026-09-13,2026-09-14,2026-09-14,,,,,,2026-12-13,2026-09-21,70,verified,connected,in_progress,not_started,,,2026-12-14,no,0,2026-09-17T22:26:15+05:30,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02750,false
P02751,Hetal,Joshi,9000027706,hetal.joshi.372@example.com,Mumbai,30 to 34,organic,false,false,S4,diy,diy,active,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-13,2026-09-13,2026-09-16,,,,2026-09-20,,2026-12-15,2026-09-21,31,verified,partial,in_progress,not_started,,,2026-12-15,no,0,2026-09-17T00:36:52+05:30,,off,Adviser 03,49,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02751,false
P02754,Yogesh,Jadhav,9000074558,yogesh.jadhav.115@example.com,Mumbai,25 to 29,community,true,true,S1,free,,,Adviser 04,25 to 50 lakhs,,,,2026-09-17,,,,,,,,,2026-09-17,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02754,false
P02755,Rahul,Mishra,9000023117,,Jaipur,35 to 39,corporate_session,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-12,2026-09-12,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02755,false
P02756,Yogesh,Mehta,9000016873,yogesh.mehta.777@example.com,Pune,40 to 44,web_reveal,true,false,S1,free,,,Adviser 04,,,,,2026-09-14,,,,,,,,,2026-09-15,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02756,false
P02758,Janani,Rao,9000089530,janani.rao.711@example.com,Bengaluru,25 to 29,web_reveal,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-12,2026-09-13,,,,,,,,2026-09-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02758,false
